CourseNo,CourseNameAra,CourseNameEng,CourseCode,CourseCH,TheoreticalCH,PracticalCH,CourseDescAra,CourseDescEng,CourseObjAra,CourseObjEng,WCourseDescAra,WCourseDescEng,WCourseObjAra,WCourseObjEng,DepartmentNo
"351","تذوق النص الأدبي","LITERATURE TEXT","ACD03372","3","3","0","","","","","","","","","6"
"352","مادة إختيارية 2","Elective 2","ACD00002","3","3","0","","","","","","","","","6"
"353","مادة إختيارية 3","Elective 3","ACD00003","3","3","0","","","","","","","","","6"
"354","مادة إختيارية 4","Elective 4","ACD00004","3","3","0","","","","","","","","","6"
"355","مادة إختيارية 5","Elective 5","ACD00005","3","3","0","","","","","","","","","6"
"356","مبادئ الاقتصاد الجزئي","PRINCIPLES OF MICROECONOMICS","BUS23150","3","3","0","","","","","","","","","3"
"357","مبادئ إدارة الأعمال","PRINCIPLES OF BUSINESS ADMINISTRATION","BUS13150","3","3","0","","","","","","","","","3"
"358","مبادئ المحاسبة I","PRINCIPLES OF ACCOUNTING I","BUS33150","3","3","0","","","","","","","","","3"
"359","مقدمة في البرمجة","INTRODUCTION TO PROGRAMMING","CMP13150","3","2","1","","","","","","","","","1"
"360","اللغة الإنجليزية للأعمال","ENGLISH LANGUAGE FOR BUSINESS","ACD03161","3","3","0","","","","","","","","","6"
"361","إدارة الموارد البشرية","HUMAN RESOURCES MANAGEMENT","BUS13152","3","3","0","","","","","","","","","3"
"362","مبادئ المحاسبة II","PRINCIPLES OF ACCOUNTING II","BUS33151","3","3","0","","","","","","","","","3"
"363","مبادئ الاقتصاد الكلي","PRINCIPLES OF MACROECONOMICS","BUS23151","3","3","0","","","","","","","","","3"
"364","البرمجة المرئية","VISUAL PROGRAMMING","CMP13251","3","1","2","","","","","","","","","1"
"365","إدارة التسويق","MARKETING MANAGEMENT","BUS53250","3","3","0","","","","","","","","","3"
"366","مقدمة في نظم قواعد البيانات","INTRODUCTION TO DATABASES SYSTEMS","CMP23251","3","2","1","","","","","","","","","1"
"367","لغة برمجة متقدمة","ADVANCED PROGRAMMING LANGUAGE","CMP13252","3","2","1","","","","","","","","","1"
"368","نظم المعلومات الإدارية","MANAGEMENT INFORMATION SYSTEMS","BUS13258","3","3","0","","","","","","","","","3"
"369","إدارة الشراء والتخزين","PURCHASES AND INVENTORY  MANAGEMENT","BUS13255","3","3","0","","","","","","","","","3"
"370","الإحصاء","STATISTICS","BUS03255","3","3","0","","","","","","","","","3"
"371","تحليل وتصميم النظم","SYSTEMS ANALYSIS AND DESIGN","CMP23252","3","3","0","","","","","","","","","1"
"372","تصميم مواقع الويب","WEBSITES DESIGN","CMP43350","3","1","2","","","","","","","","","1"
"373","السلوك التنظيمي","ORGANIZATIONAL BEHAVIOR","BUS13353","3","3","0","","","","","","","","","3"
"374","قانون المعاملات التجارية","COMMERCIAL TRANSACTIONS LAW","BUS03350","3","3","0","","","","","","","","","3"
"375","التجارة الإلكترونية","E-COMMERCE","BUS53351","3","3","0","","","","","","","","","3"
"376","متطلب اختياري 2","ELECTIVE COURSE 2","BUS00002","3","3","0","","","","","","","","","3"
"377","الوسائط المتعددة في الإنترنت","MULTIMEDIA IN INTERNET","CMP43351","3","2","1","","","","","","","","","1"
"378","الإدارة المالية والمصرفية","FINACIAL MANAGEMENT","BUS13351","3","3","0","","","","","","","","","3"
"379","إدارة الإنتاج والعمليات","PRODUCTION AND OPERATION MANAGEMENT","BUS13354","3","3","0","","","","","","","","","3"
"380","الأعمال الإلكترونية","E-BUSINESS","BUS13359","3","3","0","","","","","","","","","3"
"381","برمجة الويب","WEB PROGRAMMING","CMP13450","3","2","1","","","","","","","","","1"
"382","بحوث العمليات","OPERATIONS RESEARCHS","BUS13456","3","3","0","","","","","","","","","3"
"383","التسويق الإلكتروني","E-MARKETING","BUS53460","3","3","0","","","","","","","","","3"
"384","البحث العلمي","SCIENTIFIC RESEARCH","BUS03450","3","3","0","","","","","","","","","3"
"385","أخلاقيات الأعمال","BUSINESS ETHICS","BUS01450","1","1","0","","","","","","","","","3"
"386","الأمن والشبكات","NETWORKS AND SECURITY","CMP33450","3","3","0","","","","","","","","","1"
"387","الإدارة الاستراتيجية","STRATEGIC MANAGEMENT","BUS13457","3","3","0","","","","","","","","","3"
"388","متطلب اختياري 3","ELECTIVE COURSE 3","BUS00003","3","3","0","","","","","","","","","3"
"389","متطلب اختياري 4","ELECTIVE COURSE 4","BUS00004","3","3","0","","","","","","","","","3"
"390","مشروع التخرج","GRADUATION PROJECT","BUS13465","3","0","3","","","","","","","","","3"
"391","متطلب اختياري 1","ELECTIVE COURSE 1","BUS00001","3","3","0","","","","","","","","","3"
"392","قانون المعاملات الإلكترونية","E-TRANSACTIONS LAW","BUS13451","3","3","0","","","","","","","","","3"
"393","فن الكتابة للأعمال باللغة الإنجليزية","THE ART OF BUSINESS WRITING IN ENGLISH","ACD13262","3","3","0","","","","","","","","","2"
"394","الرياضيات","MATHEMATICS","ACD13263","3","3","0","","","","","","","","","6"
"395","رياضيات","MATHEMATICS","ACD03109","3","3","0","","","","","","","","","6"
"396","طرق الفحص وأجهزة القياس","TROUBLESHOOTING TECHNIQUES AND MEASUREMENTS EQUIPM","EEE13106","3","2","1","","","","","","","","","2"
"397","رسم كهربائي بالحاسوب","ELECTRICAL COMPUTER AIDED DRAWING","EEE13108","3","1","2","","","","","","","","","2"
"398","مقدمة في الصيانة الإلكترونية","INTRODUCTION TO ELECTRONIC MAINTAINA","EEE93100","3","2","1","","","","","","","","","2"
"399","صيانة المستقبلات الرقمية","DIGITAL RECEIVERS MAINTENANCE","EEE93203","3","2","1","","","","","","","","","2"
"400","صيانة أجهزة مكتبة I","OFFICE EQUIPMENTS MAINTENANCE I","EEE93204","3","2","1","","","","","","","","","2"
"401","صيانة الراديو والتلفزيون","RADIO AND TV MAINTENANCE","EEE93202","3","2","1","","","","","","","","","2"
"402","أنظمة مضمنة","EMBEDDED SYSTEMS","EEE63209","3","2","1","","","","","","","","","2"
"403","صيانة أجهزة مكتبية II","OFFICE EQUIPMENTS MAINTENACE II","EEE93205","3","2","1","","","","","","","","","2"
"404","صيانة أجهزة الاتصالات الخليوية","CELLULAR PHONES MAINTENACE","EEE93206","3","2","1","","","","","","","","","2"
"405","صيانة اللوحات الصناعية","INDUSTRIAL BOARDS MAINTENANCE","EEE93207","3","2","1","","","","","","","","","2"
"406","تدريب ميداني I","INDUSTRIAL TRAINING I","EEE02207","2","0","2","","","","","","","","","2"
"407","تدريب ميداني II","INDUSTRIAL TRAINING II","EEE02208","2","0","2","","","","","","","","","2"
"408","إدارة المشروعات الصغيرة","ENTREPENEURSHIP AND MANAGEMENT OF SMALL BUSINESSES","BUS12149","2","2","0","","","","","","","","","3"
"409","فيزياء عامة I","GENERAL PHYSICS I","ACD03176","3","2","1","","","","","","","","","2"
"411","مشغل كهربائي","ELECTRICAL WORKSHOP","EEE11160","1","0","1","","","","","","","","","2"
"412","رياضيات تطبيقية","APPLIED MATHEMATICS","ACD14100","4","4","0","","","","","","","","","6"
"413","الربط بالحاسوب والمعالجات الدقيقة","COMPUTER INTERFACE & MICROPROCESSORS","EEE44200","4","2","2","","","","","","","","","2"
"414","إلكترونيات صناعية","INDUSTRIAL ELECTRONICS","EEE13209","3","2","1","","","","","","","","","2"
"415","التصميم الإلكتروني بمساعدة الحاسوب","ELECTRONIC COMPUTER AIDED DESIGN","EEE11200","1","0","1","","","","","","","","","2"
"416","مشروع التخرج I","GRADUATION PROJECT I","EEE01207","1","1","0","","","","","","","","","2"
"417","مشروع التخرج II","GRADUATION PROJECT II","EEE01208","1","0","1","","","","","","","","","2"
"418","أنظمة الهواتف","TELEPHONY SYSTEMS","EEE33205","3","2","1","","","","","","","","","2"
"419","إلكترونيات الاتصالات","COMMUNICATION ELECTRONICS","EEE33207","3","2","1","","","","","","","","","2"
"420","الاتصالات اللاسلكية","WIRELESS COMMUNICATIONS","EEE33209","3","2","1","","","","","","","","","2"
"421","صيانة أجهزة الاتصالات","COMMUNICATION APPARATUS MAINTENANCE","EEE93208","2","1","1","","","","","","","","","2"
"422","تراسل البيانات والشبكات","DATA COMMUNICATION AND NETWORKING","EEE33206","3","2","1","","","","","","","","","2"
"423","أنظمة الاتصالات الحديثة","MODERN COMMUNICATION SYSTEMS","EEE33208","3","3","0","","","","","","","","","2"
"424","المحولات والأجهزة","TRANSDUCERS AND INSTRUMENTATION","EEE11161","3","2","1","","","","","","","","","2"
"425","أنظمة الحماية والتحكم","PROTECTION AND CONTROL SYSTEMS","EEE63204","3","2","1","","","","","","","","","2"
"426","فن الخطابة والعروض التقديمية","PUBLIC SPEAKING AND PROFESSIONAL PRESENTATIONS","ACD03180","3","3","0","","","","","","","","","3"
"427","العلاقات العامة","PUBLIC RELATIONS","BUS13360","3","3","0","","","","","","","","","3"
"428","دراسات الجدوى الاقتصادية","FEASIBILITY STUDIES","FIN43358","3","3","0","","","","","","","","","3"
"429","إدارة الجودة الشاملة","TOTAL QUALITY MANAGEMENT","BUS13420","3","3","0","","","","","","","","","3"
"430","الرسم الحر","FREE DRAWING","MED02104","2","0","2","","","","","","","","","1"
"431","معالجة الصور الرقمية","DIGITAL IMAGE PROCESSING","CMP42104","2","0","2","","","","","","","","","1"
"432","مبادئ الرسوم المتحركة","INTRODUCTION TO AIMATION","CMP43104","3","1","2","","","","","","","","","1"
"433","تخطيط وإدارة المشاريع","PLANING AND PROJECT MANAGEMENT","BUS12101","3","3","0","","","","","","","","","3"
"434","مقدمة في  البرمجة","INTRODUCTION TO PROGRAMMING","CMP13107","3","2","1","","","","","","","","","1"
"435","تصميم الدعاية والاعلان التليفزيوني","T.V MEDIA ADVERTISEMNT","MED03105","3","2","1","","","","","","","","","4"
"436","معالجة الصوت و الفيديو","AUDIO AND VIDEO PROCESSING","CMP42105","2","0","2","","","","","","","","","1"
"437","صناعة الأفلام","FILM MAKING","CMP42106","2","2","0","","","","","","","","","1"
"438","تصميم جرافيكي ثلاثي الأبعاد I","3D GRAPHIC DESIGN I","CMP42107","2","0","2","","","","","","","","","1"
"439","مهارات الاتصال","SKILL COMMUNCATIONS","ACD02115","3","3","0","","","","","","","","","6"
"440","تصميم جرافيكي ثلاثي الابعاد II","3D GRAPHIC DESIGN II","CMP43206","3","1","2","","","","","","","","","1"
"441","تصميم وبرمجة الالعاب","GAME PROGRAMMING ADN DESIGN","CMP43207","3","1","2","","","","","","","","","1"
"442","تصميم المواقع ورسومات الويب","WEBSITE DESIGN","CMP03204","3","1","2","","","","","","","","","1"
"443","تصميم جرافيكي ثلاثي الابعاد III","3D GRAPHIC DESIGN III","CMP43209","3","1","2","","","","","","","","","1"
"444","التصوير الفني والاخراج التليفزيوني","PHOTOGRAPHING AND T.V STUDIO PRODUCTION","MED03214","3","2","1","","","","","","","","","4"
"445","مواضيع مختارة II","SELECTED TOPICS II","CMP03205","2","0","2","","","","","","","","","1"
"446","مشروع التخرج","GRADUATION PROJECT","ACD53208","3","0","3","","","","","","","","","6"
"448","تكنولوجيا المعلومات والوسائط المتعددة","INFORMATION TECHNOLOGY AND MULTIMEDIA","CMP03103","3","2","1","","","","","","","","","1"
"449","رسوم متحركة ثنائية الأبعاد","2D ANIMATION","CMP43105","3","1","2","","","","","","","","","1"
"450","اخلاقيات تكنولوجيا المعلومات","IT ETHICS","ICT03250","3","3","0","","","","","","","","","1"
"451","رياضيات تطبيقية","APPLIED MATHEMATICS","ACD13100","3","3","0","","","","","","","","","6"
"452","ورشة أساسيات الكهرباء I","BASIC ELECTRICAL WORKSHOP I","EEE11107","1","0","1","","","","","","","","","2"
"453","مبادئ الدوائر الكهربائية(عملي)","PRINCIPLES OF ELECTRICITY LAB","EEE11106","1","0","1","","","","","","","","","2"
"454","نظم ومعدات التبريد","REFRIGERATION SYSTEMS AND EQUIBMENTS","MEE52204","2","1","1","","","","","","","","","2"
"455","نظم ومعدات تكييف الهواء","AIR CONDITIONING SYSTEMS AND EQUIBMENTS","MEE52205","2","1","1","","","","","","","","","2"
"456","أنظمة التحكم في التبريد وتكييف الهواء","CONTROL SYSTEMS FOR REFRIGERATION AND AIR CONDITIO","MEE62209","2","1","1","","","","","","","","","2"
"457","مقدمة في الصيانة الالكترونية والكهربية","INTRODUCTION TO ELECTRONIC AND ELECTICAL MAINTAINA","EEE92210","2","1","1","","","","","","","","","2"
"458","تطبيقات الحاسب الآلي في التبريد وتكييف الهواء","COMPUTER APPLECATIONS IN REFRIGERATION AND AIR\
C","MEE42200","2","1","1","","","","","","","","","2"
"459","الكترونيات تطبيقية II","APPLIED ELECTRONICS II","EEE13207","3","2","1","","","","","","","","","2"
"460","تدريب ميداني 1","FIELD TRAINING I","MEE02210","2","0","2","","","","","","","","","4"
"461","مبادئ الدوائر الكهربائية","PRINCIPLES OF ELECTRICITY","EEE13107","3","2","1","","","","","","","","","2"
"462","مقدمة في البرمجة","INTRODUCTION TO COMPUTERS","ICT13150","3","2","1","","","","","","","","","1"
"463","مقدمة في الوسائط المتعددة","INTRODUCTION TO MULTIMEDIA","ICT43150","3","2","1","","","","","","","","","1"
"464","مبادئ المحاسبة I","PRINCIPLES OF ACCOUNTING I","ACC13151","3","3","0","","","","","","","","","32"
"465","مبادئ الكهرباء","PRINCIPLES OF ELECTRICITY","ICT63150","3","2","1","","","","","","","","","2"
"466","تصميم مواقع الويب","WEBSITE DESIGN","ICT43151","3","1","2","","","","","","","","","1"
"467","تحليل الخوارزميات وتركيب البيانات","DATA STRUCTURES & ALGORITHMS ANALYSIS","ICT13250","3","2","1","","","","","","","","","1"
"468","مقدمة في برمجة الويب","INTRODUCTION TO WEB PROGRAMMING","ICT13251","3","2","1","","","","","","","","","1"
"469","مقدمة في نظم قواعد البيانات","INTRODUCTION TO DATABASE SYSTEMS","ICT23250","3","2","1","","","","","","","","","1"
"470","الاحصاء والاحتمالات","STATISTICS & PROBABILITIES","ACD03286","3","3","0","","","","","","","","","6"
"471","أساسيات الالكترونيات","FUNDAMENTALS OF ELECTRONICS","ICT63250","3","2","1","","","","","","","","","1"
"472","نظم قواعد البيانات المتقدمة","ADVANCED DATABASE SYSTEMS","ICT23251","3","2","1","","","","","","","","","1"
"473","البرمجة الشيئية","OBJECT ORIENTED PROGRAMMING","ICT13252","3","2","1","","","","","","","","","1"
"474","رياضيات منفصلة","DISCRETE MATHEMATICS","ACD03282","3","3","0","","","","","","","","","6"
"475","تصميم الدوائر المنطقية","LOGIC CIRCUITS DESIGN","ICT63251","3","2","1","","","","","","","","","1"
"476","مبادئ الاتصالات","PRINCIPLES OF COMMUNICATIONS","ICT63252","3","2","1","","","","","","","","","2"
"477","هندسة البرمجيات","SOFTWARE ENGINEERING","ICT23350","3","3","0","","","","","","","","","1"
"478","بحوث العمليات","OPERATION RESEARCH","ACD03384","3","3","0","","","","","","","","","6"
"479","هيكلية الحاسوب","COMPUTER ARCHITECTURE","ICT63350","3","2","1","","","","","","","","","1"
"480","برمجة الويب المتقدمة","ADVANCED WEB PROGRAMMING","ICT13351","3","2","1","","","","","","","","","1"
"481","نظم التشغيل","OPERATING SYSTEMS","ICT03350","3","2","1","","","","","","","","","1"
"482","تفاعل الانسان مع الحاسوب","HUMAN COMPUTER INTERACTION","ICT13352","3","2","1","","","","","","","","","1"
"483","مقدمة في الذكاء الاصطناعي","INTRODUCTION TO ARTIFICIAL INTELLIGENCE","ICT03351","3","2","1","","","","","","","","","2"
"484","قضايا فقهية معاصرة","CONTEMPORARY DOCTRINAL ISSUES","ACD03351","3","3","0","","","","","","","","","6"
"485","شبكات الحاسوب","COMPUTER NETWORKS","ICT33351","3","2","1","","","","","","","","","1"
"486","الحوسبة النقالة","MOBILE COMPUTING","ICT13353","3","2","1","","","","","","","","","1"
"487","الاتصالات الرقمية","DIGITAL COMMUNICATIONS","ICT63351","3","2","1","","","","","","","","","1"
"488","مناهج البحث العلمي","METHODS OF SCIENTIFIC RESEARCH","ICT03450","3","3","0","","","","","","","","","1"
"489","المعلومات وأمن الشبكات","INFORMATION AND NETWORKS SECURITY","ICT33450","3","2","1","","","","","","","","","1"
"490","تراسل البيانات بالحاسوب","COMPUTER DATA COMMUNICATION","ICT63450","3","2","1","","","","","","","","","2"
"491","الشبكات اللاسلكية والجوال","WIRELESS & MOBILE NETWORKS","ICT63451","3","3","0","","","","","","","","","1"
"492","مساق اختياري 1","ELECTIVE COURSE I","ICT33452","3","2","1","","","","","","","","","3"
"493","متطلب اختياري 2","ADVANCED ARTIFICIAL INTELLIGENCE","ICT03452","3","2","1","","","","","","","","","1"
"494","متطلب اختياري 3","PARALLEL AND DISTRIBUTED SYSTEMS","ICT33453","3","2","1","","","","","","","","","1"
"495","متطلب اختياري 4","DIGITAL IMAGE PROCESSING","ICT43450","3","2","1","","","","","","","","","1"
"496","متطلب اختياري 5","DECISION SUPPORT SYSTEMS","ICT23450","3","2","1","","","","","","","","","1"
"497","متطلب اختياري 6","COMPUTER GRAPHICS","ICT43451","3","2","1","","","","","","","","","1"
"498","متطلب اختياري 7","KNOWLEDGE-BASED SYSTEMS","ICT23451","3","2","1","","","","","","","","","1"
"499","متطلب اختياري 8","DATA WAREHOUSING AND DATA MINING","ICT23452","3","2","1","","","","","","","","","1"
"500","متطلب اختياري 9","INTRODUCTION TO GIS","ICT23453","3","2","1","","","","","","","","","1"
"501","نظم ادارة الشبكات","NETWORK MANAGEMENT SYSTEMS","ICT33451","3","2","1","","","","","","","","","1"
"502","مشروع تخرج","GRADUATION PROJECT","ICT03453","3","1","2","","","","","","","","","1"
"503","نظم الاتصالات الحديثة","MODERN COMMUNICATIONS SYSTEMS","ICT63452","3","3","0","","","","","","","","","1"
"504","شبكات الوسائط المتعددة","MULTIMEDIA NETWORKS","ICT33454","3","2","1","","","","","","","","","1"
"505","التكنولوجيا والمجتمع","TECHNOLOGY AND SOCIETY","EEE02152","3","3","0","","","","","","","","","2"
"506","II لغة انجليزية","ENGLISH II","ACD03160","3","3","0","","","","","","","","","6"
"507","التكنولوجيا والمجتمع","TECHNOLOGY AND SOCIETY","EEE03352","3","3","0","","","","","","","","","2"
"509","اخلاقيات تكنولوجيا المعلومات","IT ETHICS","ICT01250","1","1","0","","","","","","","","","1"
"510","مقدمة في مشروع التخرج","INTRODUCTION TO GRADUATION PROJECT","ICT01451","1","1","0","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","1"
"511","تدريب ميداني","FIELD TRAINING","ICT03451","3","0","3","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","1"
"512","مساق اختياري 2","ELECTIVE COURSE II","ICT03345","3","2","1","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","1"
"513","مهارات الطباعة","TYPING SKILLS","BUS11350","1","0","1","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","3"
"514","مبادئ التسويق","PRINCIPLES OF MARKETING","BUS53251","3","3","0","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","3"
"515","مبادئ المحاسبة II","PRINCIPLES OF ACCOUNTING II","BUS33152","3","2","1","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","مفهوم المنهاج التقليدي والحديث، وبناء المنهاج من حيث عناصره، أسسه، تصميمه، تطبيقه، تطويره، وتقويمه، التركيز على منهاج التربية التكنولوجيا الفلسطيني الأول، دراسة واقعية للمناهج التكنولوجيا الحديثة، الكتاب المدرسي، تطبيقات على الكتاب الالكتروني.","","","","3"
"516","مبادئ المحاسبة II","PRINCIPLES OF ACCOUNTING II","ACC13152","3","3","0","","","","","","","","","32"
"517","نقود وبنوك","BANKING & MONEY","FIN23222","3","3","0","","","","","","","","","3"
"518","إدارة الاستثمار","INVESTMENT MANAGEMENT","FIN23223","3","2","1","","","","","","","","","3"
"519","محاسبة الشركات","ACCOUNTING FIRMS","ACC13253","3","3","0","","","","","","","","","32"
"520","محاسبة التكاليف","COSTS ACCOUNTING","ACC13254","3","3","0","","","","","","","","","32"
"521","إدارة البنوك الشاملة","TOTAL BANKING MANAGEMENT","FIN23324","3","3","0","","","","","","","","","3"
"522","أسواق المال","FINANCIAL MARKETS","FIN23225","3","3","0","","","","","","","","","3"
"523","إدارة التأمين","INSURANCE MANAGMENT","FIN23226","3","3","0","","","","","","","","","3"
"524","مساق اختياري (1)","ELECTIVE COURSE I","ACC13255","3","3","0","","","","","","","","","3"
"525","المحاسبة المتوسطة","INTERMEDIATE ACCOUNTING","ACC13256","3","3","0","","","","","","","","","32"
"526","المحاسبة الإدارية","MANAGERIAL ACCOUNTING","ACC13257","3","2","1","","","","","","","","","32"
"527","إدارة المحافظ الاستثمارية","PORTFOLIO MANAGEMENT","FIN23337","3","2","1","","","","","","","","","3"
"528","إدارة التسهيلات الائتمانية","MANAGEMENT OF CREDIT FACILITIES","FIN23338","3","3","0","","","","","","","","","3"
"529","المحاسبة الحكومية","GOVERNMENT ACCOUNTING","ACC13358","3","2","1","","","","","","","","","32"
"530","محاسبة المؤسسات المالية","CORPORATE FINANCIAL ACCOUNTING","ACC13359","3","2","1","","","","","","","","","32"
"531","نظم المعلومات المالية والمصرفية","FINANCIAL AND BANKING INFORMATION SYSTEMS","FIN23439","3","2","1","","","","","","","","","3"
"532","دراسات في الجدوى الاقتصادية","FEASIBILITY STUDIES","ECO03433","3","2","1","","","","","","","","","32"
"533","التحليل المالي والائتماني الالكتروني","FINANCIAL AND CREDIT ANALYSIS “BY COMPUTER”","FIN32310","3","0","3","","","","","","","","","3"
"534","محاسبة الضرائب","TAXATION ACCOUNTING","ACC13360","3","2","1","","","","","","","","","32"
"535","تدقيق الحسابات","AUDITING","ACC13461","3","2","1","","","","","","","","","32"
"536","المحاسبة باللغة الإنجليزية","ACCOUNTING IN ENGLISH","ACC13462","3","3","0","","","","","","","","","32"
"537","التحليل الأساسي والفني","FUNDAMENTAL AND TECHNICAL ANALYSIS","FIN23411","3","2","1","","","","","","","","","3"
"538","محاسبة مالية متقدمة","ADVANCED FINANCIAL ACCOUNTING","ACC23467","3","3","0","","","","","","","","","32"
"539","إدارة المخاطر","RISK MANAGEMENT","FIN23413","3","2","1","","","","","","","","","3"
"540","التمويل الدولي","INTERNATIONAL FINANCING","FIN23414","3","2","1","","","","","","","","","3"
"541","متطلب اختياري (2)","ELECTIVE COURSE 2","ACC14366","3","3","0","","","","","","","","","3"
"542","تطبيق محاسبة على الحاسوب","APPLICATION OF ACCOUNTING ON THE COMPUTER","ACC13463","3","0","3","","","","","","","","","32"
"543","التمويل باللغة الإنجليزية","FINANCE IN ENGLISH","FIN23415","3","3","0","","","","","","","","","3"
"544","حلقة بحث في المحاسبة والتمويل","SEMINAR IN ACCOUNTING AND FINANCE","ACC13464","3","3","0","","","","","","","","","32"
"545","المحاسبة الدولية","INTERNATIONAL ACCOUNTING","FIN23416","3","3","0","","","","","","","","","3"
"546","فيزياء عامة","GENERAL PHYSICS","ACD02109","2","2","0","","","","","","","","","2"
"547","أساسيات الحراريات والموائع","PRINCIPILES OF THERMAL AND FLUID SCIENLE","MEE23105","3","2","1","","","","","","","","","2"
"548","الرسم الهندسي للتبريد والتكييف","ENGINEERING DRAWING  FOR REFRIGERATION AND AIR CON","MEE02106","2","0","2","","","","","","","","","2"
"549","الإشراف والتنظيم الصناعي","INDUSTRIAL MANAGEMENT AND SUPERVISION","MEE01107","1","1","0","","","","","","","","","2"
"550","أساسيات التحكم في أنظمة التبريد و تكييف الهواء","PRINCIPILES OF CONTROL FOR REFRIGERATION AND AIR C","MEE63108","3","2","1","","","","","","","","","2"
"551","أساسيات التبريد","PRINCIPLES OF REFRIGERATION","MEE52101","2","1","1","","","","","","","","","2"
"552","أساسيات التكييف","PRINCIPLES OF AIR CONDITIONING","MEE52102","2","1","1","","","","","","","","","2"
"553","ورشة التبريد والتكييف I","REFRIGERATION AND AIR CONDITIONINA WORKSHOP I","MEE52103","1","0","1","","","","","","","","","2"
"554","القياسات","MEASURMENTS","EEE12112","2","1","1","","","","","","","","","2"
"555","الكترونيات تطبيقية I","APPLIED ELECTRONICS I","EEE13111","3","2","1","","","","","","","","","2"
"556","رياضيات تطبيقية","APPLIED MATHEMATICS","ACD02110","2","2","0","","","","","","","","","6"
"557","تكييف الهواء المركزي","CENTRAL AIR CONDITIONING","MEE53206","3","2","1","","","","","","","","","2"
"558","ورشة التبريد والتكييف II","REFRIGERATION AND AIR CONDITIONINA WORKSHOP II","MEE51207","1","0","1","","","","","","","","","2"
"559","التبريد التجاري والصناعي","COMERTIAL AND INDUSTRIAL REFRIGERATION","MEE53208","3","2","1","","","","","","","","","2"
